info1,info2,info_draft,info_team,name,sc_price
"
Age: 28yr 6mth    Games: 54     Born: August 28, 1990    
","
Height: 196cm    
Weight: 95kg    
Position:
            Forward
      ","
Last Drafted: Round 4, Pick #54 ",,Mitchell Brown,"
Supercoach Price: $407,100
  "
"
Age: 26yr 5mth    Games: 135     Born: September 22, 1992    
","
Height: 181cm    
Weight: 81kg    
Position:
            Defender
      ",,,Luke Brown,"
Supercoach Price: $387,300
  "
"
Age: 18yr 6mth    Games: 0     Born: August 15, 2000    
","
Height: 189cm    
Weight: 91kg    
Position:
            Defender
      ",,,Callum Brown,"
Supercoach Price: $102,400
  "
"
Age: 20yr 10mth    Games: 13     Born: April 27, 1998    
","
Height: 178cm    
Weight: 77kg    
Position:
            Forward
      ","
Last Drafted: Round 2, Pick #35 ",,Callum Brown,"
Supercoach Price: $322,300
  "
"
Age: 26yr 3mth    Games: 99     Born: November 20, 1992    
","
Height: 200cm    
Weight: 101kg    
Position:
            Forward
      ","
Last Drafted: Round 3, Pick #47 ",,Ben Brown,"
Supercoach Price: $451,100
  "
"
Age: 24yr 11mth    Games: 36     Born: March 22, 1994    
","
Height: 183cm    
Weight: 85kg    
Position:
            Midfield,
                Forward
      ","
Last Drafted: Round 1, Pick #17 ",,Timothy Broomhead,"
Supercoach Price: $242,100
  "
"
Age: 28yr 10mth    Games: 14     Born: April 27, 1990    
","
Height: 197cm    
Weight: 99kg    
Position:
            Ruck
      ","
Last Drafted: Round 1, Pick #4 ",,Keegan Brooksby,"
Supercoach Price: $202,700
  "
"
Age: 20yr 6mth    Games: 11     Born: August 23, 1998    
","
Height: 189cm    
Weight: 88kg    
Position:
            Midfield
      ","
Last Drafted: Round 1, Pick #9 ",,Will Brodie,"
Supercoach Price: $369,800
  "
"
Age: 28yr 7mth    Games: 161     Born: August 1, 1990    
","
Height: 189cm    
Weight: 90kg    
Position:
            Defender
      ","
Last Drafted: Round 3, Pick #38 ",,Matthew Broadbent,"
Supercoach Price: $261,700
  "
"
Age: 25yr 10mth    Games: 30     Born: April 15, 1993    
","
Height: 192cm    
Weight: 89kg    
Position:
            Defender
      ","
Last Drafted: Round 5, Pick #67 ",,Nathan Broad,"
Supercoach Price: $290,800
  "
"
Age: 19yr 4mth    Games: 0     Born: October 6, 1999    
","
Height: 199cm    
Weight: 101kg    
Position:
            Ruck
      ","
Last Drafted: Round 2, Pick #34 ",,Kieren Briggs,"
Supercoach Price: $117,300
  "
"
Age: 28yr 3mth    Games: 185     Born: November 11, 1990    
","
Height: 184cm    
Weight: 84kg    
Position:
            Forward
      ","
Last Drafted: Round 4, Pick #77 ",,Luke Breust,"
Supercoach Price: $516,400
  "
"
Age: 21yr     Games: 0     Born: February 9, 1998    
","
Height: 187cm    
Weight: 90kg    
Position:
            Midfield
      ","
Last Drafted: Round 4, Pick #68 ",,Hamish Brayshaw,"
Supercoach Price: $123,900
  "
"
Age: 23yr 1mth    Games: 58     Born: January 9, 1996    
","
Height: 187cm    
Weight: 87kg    
Position:
            Midfield
      ","
Last Drafted: Round 1, Pick #3 ",,Angus Brayshaw,"
Supercoach Price: $526,900
  "
"
Age: 19yr 3mth    Games: 17     Born: November 8, 1999    
","
Height: 184cm    
Weight: 84kg    
Position:
            Midfield
      ","
Last Drafted: Round 1, Pick #2 ",,Andrew Brayshaw,"
Supercoach Price: $328,600
  "
"
Age: 20yr     Games: 1     Born: February 11, 1999    
","
Height: 195cm    
Weight: 90kg    
Position:
            Forward
      ","
Last Drafted: Round 1, Pick #13 ",,Jarrod Brander,"
Supercoach Price: $135,700
  "
"
Age: 24yr 10mth    Games: 38     Born: April 8, 1994    
","
Height: 198cm    
Weight: 98kg    
Position:
            Defender
      ","
Last Drafted: Round 4, Pick #66 ",,Kaiden Brand,"
Supercoach Price: $295,900
  "
"
Age: 18yr 9mth    Games: 0     Born: May 27, 2000    
","
Height: 204cm    
Weight: 90kg    
Position:
            Ruck
      ",,,Austin Bradtke,"
Supercoach Price: $102,400
  "
"
Age: 23yr 6mth    Games: 61     Born: August 22, 1995    
","
Height: 200cm    
Weight: 103kg    
Position:
            Forward,
                Ruck
      ","
Last Drafted: Round 1, Pick #1 ",,Thomas Boyd,"
Supercoach Price: $364,200
  "
"
Age: 21yr 1mth    Games: 27     Born: January 26, 1998    
","
Height: 187cm    
Weight: 82kg    
Position:
            Midfield
      ","
Last Drafted: Round 1, Pick #10 ",,Jack Bowes,"
Supercoach Price: $348,100
  "
"
Age: 18yr 5mth    Games: 0     Born: September 17, 2000    
","
Height: 179cm    
Weight: 79kg    
Position:
            Midfield,
                Forward
      ","
Last Drafted: Round 8, Pick #77 ",,Atu Bosenavulagi,"
Supercoach Price: $117,300
  "
"
Age: 23yr 3mth    Games: 104     Born: November 24, 1995    
","
Height: 193cm    
Weight: 93kg    
Position:
            Midfield
      ","
Last Drafted: Round 1, Pick #4 ",,Marcus Bontempelli,"
Supercoach Price: $564,600
  "
"
Age: 21yr 11mth    Games: 23     Born: March 7, 1997    
","
Height: 191cm    
Weight: 82kg    
Position:
            Defender
      ","
Last Drafted: Round 2, Pick #37 ",,Riley Bonner,"
Supercoach Price: $346,000
  "
"
Age: 19yr 11mth    Games: 4     Born: March 8, 1999    
","
Height: 188cm    
Weight: 86kg    
Position:
            Midfield,
                Forward
      ","
Last Drafted: Round 1, Pick #11 ",,Aiden Bonar,"
Supercoach Price: $249,700
  "
"
Age: 20yr 2mth    Games: 9     Born: December 8, 1998    
","
Height: 175cm    
Weight: 76kg    
Position:
            Forward
      ","
Last Drafted: Round 2, Pick #29 ",,Shai Bolton,"
Supercoach Price: $146,600
  "
"
Age: 30yr 7mth    Games: 243     Born: August 1, 1988    
","
Height: 184cm    
Weight: 85kg    
Position:
            Forward
      ","
Last Drafted: Round 1, Pick #5 ",,Travis Boak,"
Supercoach Price: $478,000
  "
"
Age: 27yr 11mth    Games: 133     Born: March 28, 1991    
","
Height: 198cm    
Weight: 100kg    
Position:
            Defender
      ","
Last Drafted: Round 3, Pick #54 ",,Mark Blicavs,"
Supercoach Price: $405,200
  "
"
Age: 19yr     Games: 0     Born: February 27, 2000    
","
Height: 196cm    
Weight: 82kg    
Position:
            Forward
      ","
Last Drafted: Round 1, Pick #10 ",,Nick Blakey,"
Supercoach Price: $166,800
  "
"
Age: 23yr     Games: 46     Born: March 2, 1996    
","
Height: 188cm    
Weight: 90kg    
Position:
            Defender
      ","
Last Drafted: Round 2, Pick #34 ",,Connor Blakely,"
Supercoach Price: $461,800
  "
"
Age: 31yr 1mth    Games: 245     Born: January 28, 1988    
","
Height: 193cm    
Weight: 89kg    
Position:
            Defender
      ","
Last Drafted: Round 1, Pick #14 ",,Grant Birchall,"
Supercoach Price: $205,200
  "
"
Age: 20yr     Games: 0     Born: February 5, 1999    
","
Height: 198cm    
Weight: 98kg    
Position:
            Forward,
                Ruck
      ",,,Patrick Bines,"
Supercoach Price: $102,400
  "
"
Age: 23yr 6mth    Games: 85     Born: August 18, 1995    
","
Height: 184cm    
Weight: 81kg    
Position:
            Forward
      ","
Last Drafted: Round 1, Pick #3 ",,Jack Billings,"
Supercoach Price: $437,600
  "
"
Age: 25yr 2mth    Games: 71     Born: December 14, 1993    
","
Height: 186cm    
Weight: 88kg    
Position:
            Defender
      ","
Last Drafted: Round 5, Pick #86 ",,Jed Bews,"
Supercoach Price: $230,700
  "
"
Age: 23yr 10mth    Games: 0     Born: April 14, 1995    
","
Height: 186cm    
Weight: 86kg    
Position:
            Midfield
      ","
Last Drafted: Round 4, Pick #59 ",,Brett Bewley,"
Supercoach Price: $117,300
  "
"
Age: 32yr 3mth    Games: 295     Born: November 26, 1986    
","
Height: 174cm    
Weight: 74kg    
Position:
            Forward
      ","
Last Drafted: Round 1, Pick #3 ",,Eddie Betts,"
Supercoach Price: $363,400
  "
"
Age: 18yr 10mth    Games: 0     Born: May 1, 2000    
","
Height: 185cm    
Weight: 78kg    
Position:
            Midfield
      ","
Last Drafted: Round 2, Pick #36 ",,Thomas Berry,"
Supercoach Price: $117,300
  "
"
Age: 21yr     Games: 37     Born: February 5, 1998    
","
Height: 193cm    
Weight: 84kg    
Position:
            Midfield
      ","
Last Drafted: Round 1, Pick #17 ",,Jarrod Berry,"
Supercoach Price: $434,300
  "
"
Age: 26yr 5mth    Games: 83     Born: October 2, 1992    
","
Height: 185cm    
Weight: 85kg    
Position:
            Midfield
      ","
Last Drafted: Round 1, Pick #2 ",,Harley Bennell,"
Supercoach Price: $167,700
  "
"
Age: 19yr 5mth    Games: 12     Born: September 23, 1999    
","
Height: 182cm    
Weight: 81kg    
Position:
            Midfield,
                Forward
      ","
Last Drafted: Round 1, Pick #15 ",,Zac Bailey,"
Supercoach Price: $275,900
  "
"
Age: 31yr 9mth    Games: 124     Born: May 21, 1987    
","
Height: 178cm    
Weight: 81kg    
Position:
            Forward
      ","
Last Drafted: Round 7, Pick #106 ",,Mark Baguley,"
Supercoach Price: $328,200
  "
"
Age: 23yr 7mth    Games: 20     Born: July 8, 1995    
","
Height: 196cm    
Weight: 92kg    
Position:
            Defender
      ","
Last Drafted: Round 4, Pick #69 ",,Logan Austin,"
Supercoach Price: $412,500
  "
"
Age: 26yr 5mth    Games: 176     Born: September 13, 1992    
","
Height: 189cm    
Weight: 86kg    
Position:
            Forward
      ","
Last Drafted: Round 1, Pick #17 ",,Shaun Atley,"
Supercoach Price: $364,700
  "
"
Age: 20yr 6mth    Games: 3     Born: August 4, 1998    
","
Height: 188cm    
Weight: 88kg    
Position:
            Midfield
      ","
Last Drafted: Round 2, Pick #32 ",,Joe Atley,"
Supercoach Price: $123,900
  "
"
Age: 23yr 5mth    Games: 0     Born: September 18, 1995    
","
Height: 180cm    
Weight: 85kg    
Position:
            Midfield
      ","
Last Drafted: Round 1, Pick #11 ",,Tom Atkins,"
Supercoach Price: $112,900
  "
"
Age: 24yr 7mth    Games: 77     Born: July 12, 1994    
","
Height: 186cm    
Weight: 85kg    
Position:
            Midfield
      ","
Last Drafted: Round 4, Pick #81 ",,Rory Atkins,"
Supercoach Price: $415,800
  "
"
Age: 28yr     Games: 107     Born: February 26, 1991    
","
Height: 195cm    
Weight: 96kg    
Position:
            Defender
      ","
Last Drafted: Round 3, Pick #35 ",,David Astbury,"
Supercoach Price: $377,300
  "
"
Age: 30yr 8mth    Games: 167     Born: June 16, 1988    
","
Height: 185cm    
Weight: 88kg    
Position:
            Midfield,
                Forward
      ","
Last Drafted: Round 1, Pick #9 ",,David Armitage,"
Supercoach Price: $423,400
  "
"
Age: 20yr 1mth    Games: 9     Born: January 21, 1999    
","
Height: 187cm    
Weight: 82kg    
Position:
            Defender
      ","
Last Drafted: Round 1, Pick #6 ",,Flynn Appleby,"
Supercoach Price: $281,700
  "
"
Age: 19yr 6mth    Games: 0     Born: August 6, 1999    
","
Height: 184cm    
Weight: 82kg    
Position:
            Defender,
                Midfield
      ","
Last Drafted: Round 3, Pick #55 ",,Noah Answerth,"
Supercoach Price: $117,300
  "
"
Age: 22yr 2mth    Games: 76     Born: December 11, 1996    
","
Height: 201cm    
Weight: 102kg    
Position:
            Defender
      ","
Last Drafted: Round 4, Pick #61 ",,Harris Andrews,"
Supercoach Price: $480,100
  "
"
Age: 25yr 1mth    Games: 46     Born: February 2, 1994    
","
Height: 179cm    
Weight: 81kg    
Position:
            Midfield
      ",,,Jed Anderson,"
Supercoach Price: $431,400
  "
"
Age: 23yr 6mth    Games: 42     Born: August 19, 1995    
","
Height: 181cm    
Weight: 79kg    
Position:
            Midfield
      ","
Last Drafted: Round 4, Pick #68 ",,Karl Amon,"
Supercoach Price: $270,300
  "
"
Age: 27yr 6mth    Games: 67     Born: September 1, 1991    
","
Height: 193cm    
Weight: 95kg    
Position:
            Defender
      ","
Last Drafted: Round 2, Pick #26 ",,Patrick Ambrose,"
Supercoach Price: $258,900
  "
"
Age: 19yr 6mth    Games: 0     Born: September 2, 1999    
","
Height: 196cm    
Weight: 88kg    
Position:
            Forward
      ","
Last Drafted: Round 2, Pick #28 ",,Joel Amartey,"
Supercoach Price: $123,900
  "
"
Age: 20yr 10mth    Games: 8     Born: April 16, 1998    
","
Height: 194cm    
Weight: 87kg    
Position:
            Defender
      ","
Last Drafted: Round 2, Pick #21 ",,Jacob Allison,"
Supercoach Price: $198,300
  "
"
Age: 19yr 11mth    Games: 2     Born: March 19, 1999    
","
Height: 191cm    
Weight: 83kg    
Position:
            Defender
      ","
Last Drafted: Round 2, Pick #21 ",,Oscar Allen,"
Supercoach Price: $236,700
  "
"
Age: 21yr 4mth    Games: 0     Born: October 18, 1997    
","
Height: 193cm    
Weight: 96kg    
Position:
            Midfield,
                Forward
      ","
Last Drafted: Round 4, Pick #62 ",,Matthew Allen,"
Supercoach Price: $123,900
  "
"
Age: 24yr 5mth    Games: 28     Born: September 5, 1994    
","
Height: 194cm    
Weight: 94kg    
Position:
            Defender
      ","
Last Drafted: Round 3, Pick #44 ",,Aliir Aliir,"
Supercoach Price: $431,800
  "
"
Age: 21yr 10mth    Games: 0     Born: May 2, 1997    
","
Height: 211cm    
Weight: 111kg    
Position:
            Ruck
      ",,,Sam Alabakis,"
Supercoach Price: $102,400
  "
"
Age: 23yr 3mth    Games: 68     Born: November 8, 1995    
","
Height: 183cm    
Weight: 80kg    
Position:
            Defender,
                Midfield
      ","
Last Drafted: Round 1, Pick #7 ",,James Aish,"
Supercoach Price: $370,900
  "
"
Age: 20yr 3mth    Games: 3     Born: November 21, 1998    
","
Height: 184cm    
Weight: 80kg    
Position:
            Midfield
      ","
Last Drafted: Round 2, Pick #32 ",,Brayden Ainsworth,"
Supercoach Price: $234,500
  "
"
Age: 21yr     Games: 29     Born: February 10, 1998    
","
Height: 178cm    
Weight: 78kg    
Position:
            Forward
      ","
Last Drafted: Round 1, Pick #4 ",,Ben Ainsworth,"
Supercoach Price: $333,200
  "
"
Age: 22yr 7mth    Games: 11     Born: August 1, 1996    
","
Height: 183cm    
Weight: 85kg    
Position:
            Midfield
      ","
Last Drafted: Round 1, Pick #7 ",,Paul Ahern,"
Supercoach Price: $375,100
  "
"
Age: 21yr 4mth    Games: 44     Born: October 9, 1997    
","
Height: 182cm    
Weight: 78kg    
Position:
            Defender,
                Forward
      ","
Last Drafted: Round 1, Pick #8 ",,Callum Ah Chee,"
Supercoach Price: $300,500
  "
"
Age: 25yr 2mth    Games: 35     Born: December 21, 1993    
","
Height: 188cm    
Weight: 89kg    
Position:
            Forward
      ","
Last Drafted: Round 2, Pick #45 ",,Brendon Ah Chee,"
Supercoach Price: $348,800
  "
"
Age: 25yr 5mth    Games: 120     Born: September 20, 1993    
","
Height: 181cm    
Weight: 83kg    
Position:
            Midfield
      ","
Last Drafted: Round 1, Pick #13 ",,Taylor Adams,"
Supercoach Price: $523,100
  "
